Review,Liked,CleanData,Summary,Arabic,Sentiment,root,price,service,food
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,"['Maybe', 'Vegetarian', 'fare', 'Ive', 'twice', 'I', 'thought', 'average', 'best']",Maybe Vegetarian fare Ive twice  thought average best,,positive,mayb vegetarian fare ive twice i thought averag best,averag ,thought ,
It wasn't busy at all and now we know why.,0,"['It', 'wasnt', 'busy', 'know']",It wasnt busy know,,positive,it wasnt busi know,,,
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,"['The', 'tables', 'outside', 'also', 'dirty', 'lot', 'time', 'workers', 'not', 'always', 'friendly', 'helpful', 'menu']",The tables outside also dirty lot time workers not always friendly helpful menu,,negative,the tabl outsid also dirti lot time worker not alway friendli help menu,,time help ,
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,"['The', 'ambiance', 'not', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuits']",The ambiance not feel like buffet setting douchey indoor garden tea biscuits,,positive,the ambianc not feel like buffet set douchey indoor garden tea biscuit,,,
Con: spotty service.,0,"['Con', 'spotty', 'service']",Con spotty service,,neutral,con spotti servic,,,
"The fries were not hot, and neither was my burger.",0,"['The', 'fries', 'not', 'hot', 'neither', 'burger']",The fries not hot neither burger,,negative,the fri not hot neither burger,,,
But then they came back cold.,0,"['But', 'came', 'back', 'cold']",But came back cold,,negative,but came back cold,,,cold 
"Then our food came out, disappointment ensued.",0,"['Then', 'food', 'came', 'disappointment', 'ensued']",Then food came disappointment ensued,,negative,then food came disappoint ensu,,,
The real disappointment was our waiter.,0,"['The', 'real', 'disappointment', 'waiter']",The real disappointment waiter,,negative,the real disappoint waiter,,,
My husband said she was very rude... did not even apologize for the bad food or anything.,0,"['My', 'husband', 'said', 'rude', 'not', 'even', 'apologize', 'bad', 'food', 'anything']",My husband said rude not even apologize bad food anything,,negative,my husband said rude not even apolog bad food anyth,,rude ,bad 
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,"['The', 'reason', 'eat', 'would', 'fill', 'night', 'binge', 'drinking', 'get', 'carbs', 'stomach']",The reason eat would fill night binge drinking get carbs stomach,,neutral,the reason eat would fill night bing drink get carb stomach,,,
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,"['Insults', 'profound', 'deuchebaggery', 'go', 'outside', 'smoke', 'break', 'serving', 'solidify']",Insults profound deuchebaggery go outside smoke break serving solidify,,positive,insult profound deuchebaggeri go outsid smoke break serv solidifi,,insult ,
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,"['If', 'someone', 'orders', 'two', 'tacos', 'dont', 'think', 'may', 'part', 'customer', 'service', 'ask', 'combo', 'ala', 'cart']",If someone orders two tacos dont think may part customer service ask combo ala cart,,neutral,if someon order two taco dont think may part custom servic ask combo ala cart,,,
She was quite disappointed although some blame needs to be placed at her door.,0,"['She', 'quite', 'disappointed', 'although', 'blame', 'needs', 'placed', 'door']",She quite disappointed although blame needs placed door,,negative,she quit disappoint although blame need place door,,,
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,"['After', 'rave', 'reviews', 'I', 'couldnt', 'wait', 'eat', 'herewhat', 'disappointment']",After rave reviews  couldnt wait eat herewhat disappointment,,negative,after rave review i couldnt wait eat herewhat disappoint,,wait ,
Del Taco is pretty nasty and should be avoided if possible.,0,"['Del', 'Taco', 'pretty', 'nasty', 'avoided', 'possible']",Del Taco pretty nasty avoided possible,,negative,del taco pretti nasti avoid possibl,,,nasti 
It's NOT hard to make a decent hamburger.,0,"['Its', 'NOT', 'hard', 'make', 'decent', 'hamburger']",Its  hard make decent hamburger,,positive,it not hard make decent hamburg,,,hard decent 
But I don't like it.,0,"['But', 'I', 'dont', 'like']",But  dont like,,neutral,but i dont like,,,
Hell no will I go back,0,"['Hell', 'no', 'I', 'go', 'back']",Hell no  go back,,neutral,hell no i go back,,,
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,"['Weve', 'gotten', 'much', 'better', 'service', 'pizza', 'place', 'next', 'door', 'services', 'received', 'restaurant']",Weve gotten much better service pizza place next door services received restaurant,,positive,weve gotten much better servic pizza place next door servic receiv restaur,,,
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,"['I', 'dont', 'know', 'big', 'deal', 'place', 'I', 'wont', 'back', 'yaall']",dont know big deal place  wont back yaall,,neutral,i dont know big deal place i wont back yaall,,,
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,"['I', 'immediately', 'said', 'I', 'wanted', 'talk', 'manager', 'I', 'not', 'want', 'talk', 'guy', 'shots', 'fireball', 'behind', 'bar']",immediately said  wanted talk manager  not want talk guy shots fireball behind bar,,negative,i immedi said i want talk manag i not want talk guy shot firebal behind bar,,,
The ambiance isn't much better.,0,"['The', 'ambiance', 'isnt', 'much', 'better']",The ambiance isnt much better,,positive,the ambianc isnt much better,,,
"Unfortunately, it only set us up for disapppointment with our entrees.",0,"['Unfortunately', 'set', 'us', 'disapppointment', 'entrees']",Unfortunately set us disapppointment entrees,,neutral,unfortun set us disapppoint entre,,,
The food wasn't good.,0,"['The', 'food', 'wasnt', 'good']",The food wasnt good,,positive,the food wasnt good,,,
"Your servers suck, wait, correction, our server Heimer sucked.",0,"['Your', 'servers', 'suck', 'wait', 'correction', 'server', 'Heimer', 'sucked']",Your servers suck wait correction server Heimer sucked,,neutral,your server suck wait correct server heimer suck,,suck wait suck ,
What happened next was pretty....off putting.,0,"['What', 'happened', 'next', 'prettyoff', 'putting']",What happened next prettyoff putting,,neutral,what happen next prettyoff put,,,
"too bad cause I know it's family owned, I really wanted to like this place.",0,"['bad', 'cause', 'I', 'know', 'family', 'owned', 'I', 'really', 'wanted', 'like', 'place']",bad cause  know family owned  really wanted like place,,negative,bad caus i know famili own i realli want like place,,,bad 
Overpriced for what you are getting.,0,"['Overpriced', 'getting']",Overpriced getting,,neutral,overpr get,,,
I vomited in the bathroom mid lunch.,0,"['I', 'vomited', 'bathroom', 'mid', 'lunch']",vomited bathroom mid lunch,,neutral,i vomit bathroom mid lunch,,,
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,"['I', 'kept', 'looking', 'time', 'soon', 'become', '35', 'minutes', 'yet', 'still', 'no', 'food']",kept looking time soon become  minutes yet still no food,,neutral,i kept look time soon becom 35 minut yet still no food,,time ,
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,"['I', 'places', 'eat', 'no', 'circumstances', 'would', 'I', 'ever', 'return', 'tops', 'list']",places eat no circumstances would  ever return tops list,,negative,i place eat no circumst would i ever return top list,,,
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,"['We', 'started', 'tuna', 'sashimi', 'brownish', 'color', 'obviously', 'wasnt', 'fresh']",We started tuna sashimi brownish color obviously wasnt fresh,,positive,we start tuna sashimi brownish color obvious wasnt fresh,,,color fresh 
Food was below average.,0,"['Food', 'average']",Food average,,negative,food averag,averag ,,
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,"['It', 'sure', 'beat', 'nachos', 'movies', 'I', 'would', 'expect', 'little', 'bit', 'coming', 'restaurant']",It sure beat nachos movies  would expect little bit coming restaurant,,positive,it sure beat nacho movi i would expect littl bit come restaur,,,
"All in all, Ha Long Bay was a bit of a flop.",0,"['All', 'Ha', 'Long', 'Bay', 'bit', 'flop']",All Ha Long Bay bit flop,,negative,all ha long bay bit flop,,,
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,"['The', 'problem', 'I', 'charge', '1199', 'sandwich', 'no', 'bigger', 'Subway', 'sub', 'offers', 'better', 'amount', 'vegetables']",The problem  charge  sandwich no bigger Subway sub offers better amount vegetables,,positive,the problem i charg 1199 sandwich no bigger subway sub offer better amount veget,,,
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,"['Shrimp', 'When', 'I', 'unwrapped', 'I', 'live', '12', 'mile', 'Brushfire', 'literally', 'ice', 'cold']",Shrimp When  unwrapped  live  mile Brushfire literally ice cold,,negative,shrimp when i unwrap i live 12 mile brushfir liter ice cold,,,cold 
"It lacked flavor, seemed undercooked, and dry.",0,"['It', 'lacked', 'flavor', 'seemed', 'undercooked', 'dry']",It lacked flavor seemed undercooked dry,,negative,it lack flavor seem undercook dri,,,flavor undercook dri 
It really is impressive that the place hasn't closed down.,0,"['It', 'really', 'impressive', 'place', 'hasnt', 'closed']",It really impressive place hasnt closed,,positive,it realli impress place hasnt close,,impress ,
I would avoid this place if you are staying in the Mirage.,0,"['I', 'would', 'avoid', 'place', 'staying', 'Mirage']",would avoid place staying Mirage,,neutral,i would avoid place stay mirag,,,
The refried beans that came with my meal were dried out and crusty and the food was bland.,0,"['The', 'refried', 'beans', 'came', 'meal', 'dried', 'crusty', 'food', 'bland']",The refried beans came meal dried crusty food bland,,negative,the refri bean came meal dri crusti food bland,,,dri bland 
Spend your money and time some place else.,0,"['Spend', 'money', 'time', 'place', 'else']",Spend money time place else,,neutral,spend money time place els,,time ,
A lady at the table next to us found a live green caterpillar In her salad.,0,"['A', 'lady', 'table', 'next', 'us', 'found', 'live', 'green', 'caterpillar', 'In', 'salad']",lady table next us found live green caterpillar In salad,,negative,a ladi tabl next us found live green caterpillar in salad,,,
the presentation of the food was awful.,0,"['presentation', 'food', 'awful']",presentation food awful,,negative,present food aw,,aw ,
I can't tell you how disappointed I was.,0,"['I', 'cant', 'tell', 'disappointed', 'I']",cant tell disappointed,,negative,i cant tell disappoint i,,,
I think food should have flavor and texture and both were lacking.,0,"['I', 'think', 'food', 'flavor', 'texture', 'lacking']",think food flavor texture lacking,,neutral,i think food flavor textur lack,,,flavor 
Appetite instantly gone.,0,"['Appetite', 'instantly', 'gone']",Appetite instantly gone,,neutral,appetit instantli gone,,,
Overall I was not impressed and would not go back.,0,"['Overall', 'I', 'not', 'impressed', 'would', 'not', 'go', 'back']",Overall  not impressed would not go back,,negative,overal i not impress would not go back,,impress ,
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,"['The', 'whole', 'experience', 'underwhelming', 'I', 'think', 'well', 'go', 'Ninja', 'Sushi', 'next', 'time']",The whole experience underwhelming  think well go Ninja Sushi next time,,positive,the whole experi underwhelm i think well go ninja sushi next time,,time ,
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,"['Then', 'I', 'hadnt', 'wasted', 'enough', 'life', 'poured', 'salt', 'wound', 'drawing', 'time', 'took', 'bring', 'check']",Then  hadnt wasted enough life poured salt wound drawing time took bring check,,negative,then i hadnt wast enough life pour salt wound draw time took bring check,,time ,
